Was06,Boundary Field,,Washington,DC,US
Was07,American League Park I,,Washington,DC,US
Was08,American League Park II,,Washington,DC,US
Was09,Griffith Stadium,,Washington,DC,US
Was10,Robert F. Kennedy Stadium,D.C. Stadium,Washington,DC,US
Was11,Nationals Park,,Washington,DC,US
Wat01,Troy Ball Club Grounds,,Watervliet,NY,US
Wav01,Waverly Fairgrounds,,Waverly,NJ,US
Wee01,Monitor Grounds,,Weehawken,NJ,US
Whe01,Island Grounds,,Wheeling,WV,US
Wil01,Union Street Park,,Wilmington,DE,US
Wny01,West New York Field Club Grounds,,West New York,NJ,US
Wor01,Agricultural County Fair Grounds I,,Worcester,MA,US
Wor02,Agricultural County Fair Grounds II,,Worcester,MA,US
Wor03,Worcester Driving Park Grounds,,Worcester,MA,US
