Bendech01,Baseball Magazine All-Star,1911,AL,,P4
Coombja01,Baseball Magazine All-Star,1911,AL,,P5
Jacksjo01,Baseball Magazine All-Star,1911,AL,,RF
Bushdo01,Baseball Magazine All-Star,1911,AL,,SS
Chaseha01,Baseball Magazine All-Star,1911,ML,,1B
Collied01,Baseball Magazine All-Star,1911,ML,,2B
Bakerfr01,Baseball Magazine All-Star,1911,ML,,3B
Bresnro01,Baseball Magazine All-Star,1911,ML,,C1
Dooinre01,Baseball Magazine All-Star,1911,ML,,C2
Meyerch01,Baseball Magazine All-Star,1911,ML,,C3
Thomair01,Baseball Magazine All-Star,1911,ML,,C4
Cobbty01,Baseball Magazine All-Star,1911,ML,,CF
Clarkfr01,Baseball Magazine All-Star,1911,ML,,LF
Johnswa01,Baseball Magazine All-Star,1911,ML,,P2
Mathech01,Baseball Magazine All-Star,1911,ML,,P2
Alexape01,Baseball Magazine All-Star,1911,ML,,P3
Greggve01,Baseball Magazine All-Star,1911,ML,,P4
Ruckena01,Baseball Magazine All-Star,1911,ML,,P5
Walshed01,Baseball Magazine All-Star,1911,ML,,P6
Jacksjo01,Baseball Magazine All-Star,1911,ML,,RF
Wagneho01,Baseball Magazine All-Star,1911,ML,,SS
Daubeja01,Baseball Magazine All-Star,1911,NL,,1B
Doylela01,Baseball Magazine All-Star,1911,NL,,2B
Loberha01,Baseball Magazine All-Star,1911,NL,,3B
Bresnro01,Baseball Magazine All-Star,1911,NL,,C1
Dooinre01,Baseball Magazine All-Star,1911,NL,,C2
Meyerch01,Baseball Magazine All-Star,1911,NL,,C3
Archeji01,Baseball Magazine All-Star,1911,NL,,C4
Donlimi01,Baseball Magazine All-Star,1911,NL,,CF
Clarkfr01,Baseball Magazine All-Star,1911,NL,,LF
Mathech01,Baseball Magazine All-Star,1911,NL,,P1
Marquru01,Baseball Magazine All-Star,1911,NL,,P2
Alexape01,Baseball Magazine All-Star,1911,NL,,P3
Ruckena01,Baseball Magazine All-Star,1911,NL,,P4
Schulfr01,Baseball Magazine All-Star,1911,NL,,RF
Wagneho01,Baseball Magazine All-Star,1911,NL,,SS
Cobbty01,Most Valuable Player,1911,AL,,
Schulfr01,Most Valuable Player,1911,NL,,
Mcinnst01,Baseball Magazine All-Star,1912,AL,,1B
Collied01,Baseball Magazine All-Star,1912,AL,,2B
Gardnla01,Baseball Magazine All-Star,1912,AL,,3B
Stanaos01,Baseball Magazine All-Star,1912,AL,,C1
Ainsmed01,Baseball Magazine All-Star,1912,AL,,C2
Cobbty01,Baseball Magazine All-Star,1912,AL,,OF
Jacksjo01,Baseball Magazine All-Star,1912,AL,,OF
Speaktr01,Baseball Magazine All-Star,1912,AL,,OF
Johnswa01,Baseball Magazine All-Star,1912,AL,,P1
Woodjo02,Baseball Magazine All-Star,1912,AL,,P2
Planked01,Baseball Magazine All-Star,1912,AL,,P3
Wagnehe01,Baseball Magazine All-Star,1912,AL,,SS
Daubeja01,Baseball Magazine All-Star,1912,ML,,1B
Eversjo01,Baseball Magazine All-Star,1912,ML,,2B
Zimmehe01,Baseball Magazine All-Star,1912,ML,,3B
Archeji01,Baseball Magazine All-Star,1912,ML,,C1
Meyerch01,Baseball Magazine All-Star,1912,ML,,C2
Cobbty01,Baseball Magazine All-Star,1912,ML,,OF
Jacksjo01,Baseball Magazine All-Star,1912,ML,,OF
Speaktr01,Baseball Magazine All-Star,1912,ML,,OF
Johnswa01,Baseball Magazine All-Star,1912,ML,,P1
Woodjo02,Baseball Magazine All-Star,1912,ML,,P1
Ruckena01,Baseball Magazine All-Star,1912,ML,,P2
Wagneho01,Baseball Magazine All-Star,1912,ML,,SS
Daubeja01,Baseball Magazine All-Star,1912,NL,,1B
Eversjo01,Baseball Magazine All-Star,1912,NL,,2B
Zimmehe01,Baseball Magazine All-Star,1912,NL,,3B
Archeji01,Baseball Magazine All-Star,1912,NL,,C1
Meyerch01,Baseball Magazine All-Star,1912,NL,,C2
Mageesh01,Baseball Magazine All-Star,1912,NL,,OF
Paskedo01,Baseball Magazine All-Star,1912,NL,,OF
Wilsoch01,Baseball Magazine All-Star,1912,NL,,OF
Tesreje01,Baseball Magazine All-Star,1912,NL,,P1
Mathech01,Baseball Magazine All-Star,1912,NL,,P2
Ruckena01,Baseball Magazine All-Star,1912,NL,,P3
Wagneho01,Baseball Magazine All-Star,1912,NL,,SS
Speaktr01,Most Valuable Player,1912,AL,,
Doylela01,Most Valuable Player,1912,NL,,
Mcinnst01,Baseball Magazine All-Star,1913,AL,,1B
Collied01,Baseball Magazine All-Star,1913,AL,,2B
Bakerfr01,Baseball Magazine All-Star,1913,AL,,3B
Schanwa01,Baseball Magazine All-Star,1913,AL,,C
Cobbty01,Baseball Magazine All-Star,1913,AL,,OF
Jacksjo01,Baseball Magazine All-Star,1913,AL,,OF
Speaktr01,Baseball Magazine All-Star,1913,AL,,OF
Johnswa01,Baseball Magazine All-Star,1913,AL,,P1
Falkecy01,Baseball Magazine All-Star,1913,AL,,P2
Barryja01,Baseball Magazine All-Star,1913,AL,,SS
Daubeja01,Baseball Magazine All-Star,1913,ML,,1B
Collied01,Baseball Magazine All-Star,1913,ML,,2B
Bakerfr01,Baseball Magazine All-Star,1913,ML,,3B
Archeji01,Baseball Magazine All-Star,1913,ML,,C
Cobbty01,Baseball Magazine All-Star,1913,ML,,OF
Jacksjo01,Baseball Magazine All-Star,1913,ML,,OF
Speaktr01,Baseball Magazine All-Star,1913,ML,,OF
Johnswa01,Baseball Magazine All-Star,1913,ML,,P1
Mathech01,Baseball Magazine All-Star,1913,ML,,P2
Wagneho01,Baseball Magazine All-Star,1913,ML,,SS
Daubeja01,Baseball Magazine All-Star,1913,NL,,1B
Vioxji01,Baseball Magazine All-Star,1913,NL,,2B
Zimmehe01,Baseball Magazine All-Star,1913,NL,,3B
Archeji01,Baseball Magazine All-Star,1913,NL,,C
Cravaga01,Baseball Magazine All-Star,1913,NL,,OF
Leachto01,Baseball Magazine All-Star,1913,NL,,OF
Wheatza01,Baseball Magazine All-Star,1913,NL,,OF
Mathech01,Baseball Magazine All-Star,1913,NL,,P1
Alexape01,Baseball Magazine All-Star,1913,NL,,P2
Wagneho01,Baseball Magazine All-Star,1913,NL,,SS
Johnswa01,Most Valuable Player,1913,AL,,
Daubeja01,Most Valuable Player,1913,NL,,
Johnswa01,Pitching Triple Crown,1913,AL,,
Mcinnst01,Baseball Magazine All-Star,1914,AL,,1B
Collied01,Baseball Magazine All-Star,1914,AL,,2B
Bakerfr01,Baseball Magazine All-Star,1914,AL,,3B
Schanwa01,Baseball Magazine All-Star,1914,AL,,C1
Schalra01,Baseball Magazine All-Star,1914,AL,,C2
Cobbty01,Baseball Magazine All-Star,1914,AL,,OF
Jacksjo01,Baseball Magazine All-Star,1914,AL,,OF
Speaktr01,Baseball Magazine All-Star,1914,AL,,OF
Johnswa01,Baseball Magazine All-Star,1914,AL,,P1
Leonadu01,Baseball Magazine All-Star,1914,AL,,P2
Planked01,Baseball Magazine All-Star,1914,AL,,P3
Barryja01,Baseball Magazine All-Star,1914,AL,,SS
Daubeja01,Baseball Magazine All-Star,1914,ML,,1B
Collied01,Baseball Magazine All-Star,1914,ML,,2B
Bakerfr01,Baseball Magazine All-Star,1914,ML,,3B
Archeji01,Baseball Magazine All-Star,1914,ML,,C1
Schanwa01,Baseball Magazine All-Star,1914,ML,,C2
Cobbty01,Baseball Magazine All-Star,1914,ML,,OF
Jacksjo01,Baseball Magazine All-Star,1914,ML,,OF
Speaktr01,Baseball Magazine All-Star,1914,ML,,OF
Alexape01,Baseball Magazine All-Star,1914,ML,,P1
Mathech01,Baseball Magazine All-Star,1914,ML,,P2
Johnswa01,Baseball Magazine All-Star,1914,ML,,P3
Maranra01,Baseball Magazine All-Star,1914,ML,,SS
Daubeja01,Baseball Magazine All-Star,1914,NL,,1B
Eversjo01,Baseball Magazine All-Star,1914,NL,,2B
Loberha01,Baseball Magazine All-Star,1914,NL,,3B
Archeji01,Baseball Magazine All-Star,1914,NL,,C1
Wingoiv01,Baseball Magazine All-Star,1914,NL,,C2
Burnsge01,Baseball Magazine All-Star,1914,NL,,OF
Mageesh01,Baseball Magazine All-Star,1914,NL,,OF
Wheatza01,Baseball Magazine All-Star,1914,NL,,OF
Alexape01,Baseball Magazine All-Star,1914,NL,,P1
Mathech01,Baseball Magazine All-Star,1914,NL,,P2
Jamesbi02,Baseball Magazine All-Star,1914,NL,,P3
Maranra01,Baseball Magazine All-Star,1914,NL,,SS
Collied01,Most Valuable Player,1914,AL,,
Eversjo01,Most Valuable Player,1914,NL,,
Mcinnst01,Baseball Magazine All-Star,1915,AL,,1B
Collied01,Baseball Magazine All-Star,1915,AL,,2B
Maisefr01,Baseball Magazine All-Star,1915,AL,,3B
Schalra01,Baseball Magazine All-Star,1915,AL,,C
Speaktr01,Baseball Magazine All-Star,1915,AL,,CF
Cobbty01,Baseball Magazine All-Star,1915,AL,,LF
Johnswa01,Baseball Magazine All-Star,1915,AL,,P1
Scottji01,Baseball Magazine All-Star,1915,AL,,P2
Crawfsa01,Baseball Magazine All-Star,1915,AL,,RF
Bushdo01,Baseball Magazine All-Star,1915,AL,,SS
Mcinnst01,Baseball Magazine All-Star,1915,ML,,1B
Collied01,Baseball Magazine All-Star,1915,ML,,2B
Grohhe01,Baseball Magazine All-Star,1915,ML,,3B
Snydefr01,Baseball Magazine All-Star,1915,ML,,C
Speaktr01,Baseball Magazine All-Star,1915,ML,,CF
Cobbty01,Baseball Magazine All-Star,1915,ML,,LF
Alexape01,Baseball Magazine All-Star,1915,ML,,P1
Johnswa01,Baseball Magazine All-Star,1915,ML,,P2
Crawfsa01,Baseball Magazine All-Star,1915,ML,,RF
Bancrda01,Baseball Magazine All-Star,1915,ML,,SS
Saiervi01,Baseball Magazine All-Star,1915,NL,,1B
Doylela01,Baseball Magazine All-Star,1915,NL,,2B
Grohhe01,Baseball Magazine All-Star,1915,NL,,3B
Snydefr01,Baseball Magazine All-Star,1915,NL,,C
Willicy01,Baseball Magazine All-Star,1915,NL,,CF
Wheatza01,Baseball Magazine All-Star,1915,NL,,LF
Alexape01,Baseball Magazine All-Star,1915,NL,,P1
Mamaual01,Baseball Magazine All-Star,1915,NL,,P2
Cravaga01,Baseball Magazine All-Star,1915,NL,,RF
Bancrda01,Baseball Magazine All-Star,1915,NL,,SS
Alexape01,Pitching Triple Crown,1915,NL,,
Sislege01,Baseball Magazine All-Star,1916,AL,,1B
Collied01,Baseball Magazine All-Star,1916,AL,,2B
Gardnla01,Baseball Magazine All-Star,1916,AL,,3B
Schalra01,Baseball Magazine All-Star,1916,AL,,C
Cobbty01,Baseball Magazine All-Star,1916,AL,,OF
Jacksjo01,Baseball Magazine All-Star,1916,AL,,OF
Speaktr01,Baseball Magazine All-Star,1916,AL,,OF
Johnswa01,Baseball Magazine All-Star,1916,AL,,P1
Ruthba01,Baseball Magazine All-Star,1916,AL,,P2
Bushdo01,Baseball Magazine All-Star,1916,AL,,SS
Daubeja01,Baseball Magazine All-Star,1916,ML,,1B
Collied01,Baseball Magazine All-Star,1916,ML,,2B
Gardnla01,Baseball Magazine All-Star,1916,ML,,3B
Schalra01,Baseball Magazine All-Star,1916,ML,,C
Cobbty01,Baseball Magazine All-Star,1916,ML,,OF
Jacksjo01,Baseball Magazine All-Star,1916,ML,,OF
Speaktr01,Baseball Magazine All-Star,1916,ML,,OF
Alexape01,Baseball Magazine All-Star,1916,ML,,P1
Johnswa01,Baseball Magazine All-Star,1916,ML,,P2
Maranra01,Baseball Magazine All-Star,1916,ML,,SS
Daubeja01,Baseball Magazine All-Star,1916,NL,,1B
Herzobu01,Baseball Magazine All-Star,1916,NL,,2B
Hornsro01,Baseball Magazine All-Star,1916,NL,,3B
Gowdyha01,Baseball Magazine All-Star,1916,NL,,C
Roberda01,Baseball Magazine All-Star,1916,NL,,OF
Wheatza01,Baseball Magazine All-Star,1916,NL,,OF
Willicy01,Baseball Magazine All-Star,1916,NL,,OF
Alexape01,Baseball Magazine All-Star,1916,NL,,P1
Mamaual01,Baseball Magazine All-Star,1916,NL,,P2
Maranra01,Baseball Magazine All-Star,1916,NL,,SS
Alexape01,Pitching Triple Crown,1916,NL,,
Sislege01,Baseball Magazine All-Star,1917,AL,,1B
Collied01,Baseball Magazine All-Star,1917,AL,,2B
Weavebu01,Baseball Magazine All-Star,1917,AL,,3B
Schalra01,Baseball Magazine All-Star,1917,AL,,C
Cobbty01,Baseball Magazine All-Star,1917,AL,,OF
Felscha01,Baseball Magazine All-Star,1917,AL,,OF
Speaktr01,Baseball Magazine All-Star,1917,AL,,OF
Johnswa01,Baseball Magazine All-Star,1917,AL,,P1
Cicoted01,Baseball Magazine All-Star,1917,AL,,P2
Chapmra01,Baseball Magazine All-Star,1917,AL,,SS
Sislege01,Baseball Magazine All-Star,1917,ML,,1B
Collied01,Baseball Magazine All-Star,1917,ML,,2B
Zimmehe01,Baseball Magazine All-Star,1917,ML,,3B
Killebi01,Baseball Magazine All-Star,1917,ML,,C
Cobbty01,Baseball Magazine All-Star,1917,ML,,OF
Roushed01,Baseball Magazine All-Star,1917,ML,,OF
Speaktr01,Baseball Magazine All-Star,1917,ML,,OF
Alexape01,Baseball Magazine All-Star,1917,ML,,P1
Johnswa01,Baseball Magazine All-Star,1917,ML,,P2
Chapmra01,Baseball Magazine All-Star,1917,ML,,SS
Chaseha01,Baseball Magazine All-Star,1917,NL,,1B
Herzobu01,Baseball Magazine All-Star,1917,NL,,2B
Zimmehe01,Baseball Magazine All-Star,1917,NL,,3B
Killebi01,Baseball Magazine All-Star,1917,NL,,C
Burnsge01,Baseball Magazine All-Star,1917,NL,,OF
Careyma01,Baseball Magazine All-Star,1917,NL,,OF
Roushed01,Baseball Magazine All-Star,1917,NL,,OF
Alexape01,Baseball Magazine All-Star,1917,NL,,P1
Coopewi01,Baseball Magazine All-Star,1917,NL,,P2
Maranra01,Baseball Magazine All-Star,1917,NL,,SS
Sislege01,Baseball Magazine All-Star,1918,AL,,1B
Collied01,Baseball Magazine All-Star,1918,AL,,2B
Bakerfr01,Baseball Magazine All-Star,1918,AL,,3B
Oneilst01,Baseball Magazine All-Star,1918,AL,,C
Cobbty01,Baseball Magazine All-Star,1918,AL,,OF
Hoopeha01,Baseball Magazine All-Star,1918,AL,,OF
Speaktr01,Baseball Magazine All-Star,1918,AL,,OF
Ruthba01,Baseball Magazine All-Star,1918,AL,,P1
Johnswa01,Baseball Magazine All-Star,1918,AL,,P2
Chapmra01,Baseball Magazine All-Star,1918,AL,,SS
Sislege01,Baseball Magazine All-Star,1918,ML,,1B
Collied01,Baseball Magazine All-Star,1918,ML,,2B
Grohhe01,Baseball Magazine All-Star,1918,ML,,3B
Killebi01,Baseball Magazine All-Star,1918,ML,,C
Cobbty01,Baseball Magazine All-Star,1918,ML,,OF
Roushed01,Baseball Magazine All-Star,1918,ML,,OF
Speaktr01,Baseball Magazine All-Star,1918,ML,,OF
Ruthba01,Baseball Magazine All-Star,1918,ML,,P1
Johnswa01,Baseball Magazine All-Star,1918,ML,,P2
Vaughhi01,Baseball Magazine All-Star,1918,ML,,P3
Holloch01,Baseball Magazine All-Star,1918,ML,,SS
Daubeja01,Baseball Magazine All-Star,1918,NL,,1B
Cutshge01,Baseball Magazine All-Star,1918,NL,,2B
Grohhe01,Baseball Magazine All-Star,1918,NL,,3B
Killebi01,Baseball Magazine All-Star,1918,NL,,C
Burnsge01,Baseball Magazine All-Star,1918,NL,,OF
Roushed01,Baseball Magazine All-Star,1918,NL,,OF
Wheatza01,Baseball Magazine All-Star,1918,NL,,OF
Vaughhi01,Baseball Magazine All-Star,1918,NL,,P1
Grimebu01,Baseball Magazine All-Star,1918,NL,,P2
Holloch01,Baseball Magazine All-Star,1918,NL,,SS
Johnswa01,Pitching Triple Crown,1918,AL,,
Vaughhi01,Pitching Triple Crown,1918,NL,,
Sislege01,Baseball Magazine All-Star,1919,AL,,1B
Collied01,Baseball Magazine All-Star,1919,AL,,2B
Weavebu01,Baseball Magazine All-Star,1919,AL,,3B
Oneilst01,Baseball Magazine All-Star,1919,AL,,C
Cobbty01,Baseball Magazine All-Star,1919,AL,,OF
Jacksjo01,Baseball Magazine All-Star,1919,AL,,OF
Ruthba01,Baseball Magazine All-Star,1919,AL,,OF
Johnswa01,Baseball Magazine All-Star,1919,AL,,P1
Cicoted01,Baseball Magazine All-Star,1919,AL,,P2
Peckiro01,Baseball Magazine All-Star,1919,AL,,SS
Sislege01,Baseball Magazine All-Star,1919,ML,,1B
Collied01,Baseball Magazine All-Star,1919,ML,,2B
Grohhe01,Baseball Magazine All-Star,1919,ML,,3B
Oneilst01,Baseball Magazine All-Star,1919,ML,,C
Cobbty01,Baseball Magazine All-Star,1919,ML,,OF
Roushed01,Baseball Magazine All-Star,1919,ML,,OF
Ruthba01,Baseball Magazine All-Star,1919,ML,,OF
Johnswa01,Baseball Magazine All-Star,1919,ML,,P1
Vaughhi01,Baseball Magazine All-Star,1919,ML,,P2
Peckiro01,Baseball Magazine All-Star,1919,ML,,SS
Daubeja01,Baseball Magazine All-Star,1919,NL,,1B
Stockmi01,Baseball Magazine All-Star,1919,NL,,2B
Grohhe01,Baseball Magazine All-Star,1919,NL,,3B
Wingoiv01,Baseball Magazine All-Star,1919,NL,,C
Burnsge01,Baseball Magazine All-Star,1919,NL,,OF
Myershy01,Baseball Magazine All-Star,1919,NL,,OF
Roushed01,Baseball Magazine All-Star,1919,NL,,OF
Vaughhi01,Baseball Magazine All-Star,1919,NL,,P1
Barneje01,Baseball Magazine All-Star,1919,NL,,P2
Hornsro01,Baseball Magazine All-Star,1919,NL,,SS
Sislege01,Baseball Magazine All-Star,1920,AL,,1B
Collied01,Baseball Magazine All-Star,1920,AL,,2B
Gardnla01,Baseball Magazine All-Star,1920,AL,,3B
Oneilst01,Baseball Magazine All-Star,1920,AL,,C
Ricesa01,Baseball Magazine All-Star,1920,AL,,OF
Ruthba01,Baseball Magazine All-Star,1920,AL,,OF
Speaktr01,Baseball Magazine All-Star,1920,AL,,OF
Bagbyji01,Baseball Magazine All-Star,1920,AL,,P1
Covelst01,Baseball Magazine All-Star,1920,AL,,P2
Shockur01,Baseball Magazine All-Star,1920,AL,,P3
Scottev01,Baseball Magazine All-Star,1920,AL,,SS
Sislege01,Baseball Magazine All-Star,1920,ML,,1B
Collied01,Baseball Magazine All-Star,1920,ML,,2B
Grohhe01,Baseball Magazine All-Star,1920,ML,,3B
Oneilst01,Baseball Magazine All-Star,1920,ML,,C
Roushed01,Baseball Magazine All-Star,1920,ML,,OF
Ruthba01,Baseball Magazine All-Star,1920,ML,,OF
Speaktr01,Baseball Magazine All-Star,1920,ML,,OF
Alexape01,Baseball Magazine All-Star,1920,ML,,P1
Bagbyji01,Baseball Magazine All-Star,1920,ML,,P2
Grimebu01,Baseball Magazine All-Star,1920,ML,,P3
Maranra01,Baseball Magazine All-Star,1920,ML,,SS
