Foutzda01,1889,WS,BR3,AA,0,0,1,0,0,0,0,15,5,4,0,2,2,,7.2,,,,,,1,4,,,
Hughemi01,1889,WS,BR3,AA,1,0,1,1,0,0,0,21,14,6,1,3,3,,7.71,,,,,,0,7,,,
Lovetto01,1889,WS,BR3,AA,0,1,1,1,0,0,0,9,8,8,2,2,1,,24,,,,,,0,9,,,
Terryad01,1889,WS,BR3,AA,2,3,5,5,4,0,0,111,47,25,2,18,14,,6.08,,,,,,0,34,,,
Craneed01,1889,WS,NY1,NL,4,1,5,5,4,0,0,114,29,16,3,32,19,,3.79,,,,,,0,26,,,
Keefeti01,1889,WS,NY1,NL,0,1,2,1,1,0,1,33,17,10,1,2,4,,8.18,,,,,,1,15,,,
Odayha01,1889,WS,NY1,NL,2,0,3,2,2,0,0,69,10,3,0,14,12,,1.17,,,,,,1,3,,,
Welchmi01,1889,WS,NY1,NL,0,1,1,1,0,0,0,15,11,5,1,3,1,,9,,,,,,0,8,,,
Lovetto01,1890,WS,BRO,NL,2,2,4,4,4,0,0,105,29,11,0,6,14,,2.83,,,,,,0,16,,,
Terryad01,1890,WS,BRO,NL,1,1,3,3,3,1,0,75,25,10,0,10,8,,3.6,,,,,,0,16,,,
Dailyed01,1890,WS,LS2,AA,0,2,2,2,2,0,0,51,12,5,1,8,5,,2.65,,,,,,0,12,,,
Ehretre01,1890,WS,LS2,AA,2,0,3,2,2,0,1,60,12,3,0,6,13,,1.35,,,,,,0,9,,,
Meakige01,1890,WS,LS2,AA,0,0,1,0,0,0,0,12,6,0,0,1,1,,0,,,,,,1,6,,,
Stratsc01,1890,WS,LS2,AA,1,1,3,3,1,0,0,57,26,5,0,4,8,,2.37,,,,,,1,15,,,
Nichoki01,1892,CS,BSN,NL,2,0,2,2,2,1,0,54,17,2,0,4,13,,1,,,,,,0,3,,,
Staleha01,1892,CS,BSN,NL,1,0,1,1,1,0,0,27,10,3,0,1,0,,3,,,,,,0,3,,,
Stiveja01,1892,CS,BSN,NL,2,0,3,3,3,1,0,87,21,3,1,7,17,,0.93,,,,,,0,9,,,
Clarkjo01,1892,CS,CL4,NL,0,2,2,2,2,0,0,51,24,10,1,5,9,,5.29,,,,,,0,16,,,
Cuppyni01,1892,CS,CL4,NL,0,1,1,1,1,0,0,24,6,1,1,4,1,,1.13,,,,,,0,4,,,
Youngcy01,1892,CS,CL4,NL,0,2,3,3,3,1,0,81,26,9,1,3,9,,3,,,,,,0,11,,,
Dinnebi01,1903,WS,BOS,AL,3,1,4,4,4,2,0,105,29,8,0,8,28,0.23,2.06,0,0,0,0,134,0,8,0,0,0
Hugheto01,1903,WS,BOS,AL,0,1,1,1,0,0,0,6,4,2,0,2,0,0.4,9,0,0,0,0,12,0,3,0,0,0
Youngcy01,1903,WS,BOS,AL,2,1,4,3,3,0,0,102,31,7,1,4,17,0.23,1.85,0,0,1,0,142,1,13,3,0,1
Kennebr01,1903,WS,PIT,NL,0,1,1,1,0,0,0,21,10,4,0,3,3,0.29,5.14,0,0,0,0,38,0,10,1,0,0
Leevesa01,1903,WS,PIT,NL,0,2,2,2,1,0,0,30,13,6,1,3,2,0.3,5.4,0,0,1,0,48,0,8,0,1,1
Phillde01,1903,WS,PIT,NL,3,2,5,5,5,0,0,132,38,15,0,3,22,0.22,3.07,0,1,1,0,178,0,19,3,4,1
Thompgu01,1903,WS,PIT,NL,0,0,1,0,0,0,0,6,3,1,0,0,1,0.33,4.5,0,0,0,0,9,1,1,0,0,0
Veilbu01,1903,WS,PIT,NL,0,0,1,0,0,0,0,21,5,1,1,5,1,0.21,1.29,0,0,1,0,31,1,1,2,0,2
Amesre01,1905,WS,NY1,NL,0,0,1,0,0,0,0,3,1,0,0,1,1,0.25,0,0,0,0,0,5,1,0,0,0,0
Mathech01,1905,WS,NY1,NL,3,0,3,3,3,3,0,81,13,0,0,1,18,0.14,0,0,1,1,0,94,0,0,0,0,2
Mcginjo01,1905,WS,NY1,NL,1,1,2,2,1,1,0,51,10,0,0,3,6,0.16,0,0,0,0,0,65,0,3,3,0,0
Bendech01,1905,WS,PHA,AL,1,1,2,2,2,1,0,51,9,2,0,6,13,0.16,1.06,0,0,0,0,64,0,2,2,1,0
Coaklan01,1905,WS,PHA,AL,0,1,1,1,1,0,0,27,9,3,0,5,2,0.26,3,1,0,1,0,40,0,9,0,0,1
Planked01,1905,WS,PHA,AL,0,2,2,2,2,0,0,51,15,3,0,4,11,0.23,1.59,1,1,1,0,71,0,4,3,0,0
Altroni01,1906,WS,CHA,AL,1,1,2,2,2,0,0,54,11,2,0,2,5,0.19,1,0,1,0,0,65,0,2,7,0,0
Owenfr01,1906,WS,CHA,AL,0,0,1,0,0,0,0,18,6,2,0,3,2,0.28,3,0,1,0,0,26,1,3,2,0,0
Walshed01,1906,WS,CHA,AL,2,0,2,2,1,1,0,45,7,1,0,6,17,0.13,0.6,0,2,1,0,62,0,6,2,0,0
Whitedo01,1906,WS,CHA,AL,1,1,3,2,1,0,1,45,12,3,0,7,4,0.22,1.8,1,0,1,0,64,1,7,2,0,1
Brownmo01,1906,WS,CHN,NL,1,2,3,3,2,1,0,59,14,8,0,4,12,0.2,3.66,0,1,0,0,76,0,9,2,0,0
Overaor01,1906,WS,CHN,NL,0,0,2,0,0,0,0,36,10,2,0,3,8,0.22,1.5,0,1,0,0,48,2,2,1,0,0
Pfiesja01,1906,WS,CHN,NL,0,2,2,1,1,0,0,31,7,7,0,3,11,0.19,6.1,0,0,2,0,43,0,7,2,0,0
Reulbed01,1906,WS,CHN,NL,1,0,2,2,1,0,0,33,6,3,0,8,4,0.16,2.45,0,1,1,0,47,0,4,1,0,1
Brownmo01,1907,WS,CHN,NL,1,0,1,1,1,1,0,27,7,0,0,1,4,0.21,0,0,0,0,0,34,0,0,0,0,0
Overaor01,1907,WS,CHN,NL,1,0,2,2,1,0,0,54,14,2,0,4,11,0.21,1,0,0,0,0,72,0,4,3,1,0
Pfiesja01,1907,WS,CHN,NL,1,0,1,1,1,0,0,27,10,1,0,1,3,0.31,1,0,0,1,0,34,0,1,0,0,1
Reulbed01,1907,WS,CHN,NL,1,0,2,1,1,0,0,36,6,1,0,3,4,0.14,0.75,0,0,0,0,45,1,1,0,0,1
Donovbi01,1907,WS,DET,AL,0,1,2,2,2,0,0,63,17,4,0,5,16,0.23,1.71,0,0,3,0,86,0,9,6,0,0
Killied01,1907,WS,DET,AL,0,0,1,0,0,0,0,12,3,1,0,1,1,0.2,2.25,0,0,0,0,16,1,1,0,0,0
Mullige01,1907,WS,DET,AL,0,2,2,2,2,0,0,51,15,4,0,7,8,0.24,2.12,0,0,1,0,71,0,5,2,0,0
Sieveed01,1907,WS,DET,AL,0,1,1,1,0,0,0,12,7,2,0,0,1,0.38,4.5,0,0,0,0,19,0,4,1,0,0
Brownmo01,1908,WS,CHN,NL,2,0,2,1,1,1,0,33,6,0,0,1,5,0.16,0,0,0,1,0,40,1,1,2,0,1
Overaor01,1908,WS,CHN,NL,2,0,3,2,2,1,0,55,7,2,0,7,15,0.11,0.98,0,1,1,0,69,0,2,1,0,1
Pfiesja01,1908,WS,CHN,NL,0,1,1,1,0,0,0,24,11,7,0,3,1,0.34,7.88,0,0,0,0,37,0,8,1,1,0
Reulbed01,1908,WS,CHN,NL,0,0,2,1,0,0,0,23,9,4,0,1,5,0.3,4.7,0,0,0,0,31,1,4,0,0,0
Donovbi01,1908,WS,DET,AL,0,2,2,2,2,0,0,51,17,8,1,4,10,0.28,4.24,0,1,0,0,67,0,8,3,0,1
Killied01,1908,WS,DET,AL,0,0,1,1,0,0,0,7,5,3,0,3,1,0.41,11.57,0,0,0,0,15,0,4,0,0,0
Mullige01,1908,WS,DET,AL,1,0,1,1,1,0,0,27,7,0,0,1,8,0.21,0,0,0,0,0,33,0,3,0,0,2
Summeed01,1908,WS,DET,AL,0,2,2,1,0,0,0,44,18,7,0,4,7,0.32,4.3,0,0,0,0,66,1,8,5,1,0
Wintege01,1908,WS,DET,AL,0,0,1,0,0,0,0,3,1,0,0,1,0,0.25,0,0,0,0,0,5,1,1,0,0,0
Donovbi01,1909,WS,DET,AL,1,1,2,2,1,0,0,36,7,4,0,8,7,0.18,3,0,0,1,0,51,0,4,3,1,0
Mullige01,1909,WS,DET,AL,2,1,4,3,3,1,0,96,23,8,1,8,20,0.19,2.25,0,0,2,0,132,1,14,4,1,0
Summeed01,1909,WS,DET,AL,0,2,2,2,0,0,0,22,13,7,1,4,4,0.38,8.59,0,2,1,0,41,0,13,2,0,0
Willeed01,1909,WS,DET,AL,0,0,2,0,0,0,0,23,3,0,0,0,1,0.12,0,0,0,2,0,27,1,1,0,0,0
Worksra01,1909,WS,DET,AL,0,0,1,0,0,0,0,6,4,2,0,0,2,0.44,9,0,0,0,0,10,1,2,0,1,0
Adamsba01,1909,WS,PIT,NL,3,0,3,3,3,1,0,81,18,4,2,6,11,0.18,1.33,0,0,1,0,106,0,5,2,0,0
Camniho01,1909,WS,PIT,NL,0,1,2,1,0,0,0,10,8,5,0,2,2,0.47,13.5,0,0,0,0,20,0,6,1,0,0
Leifile01,1909,WS,PIT,NL,0,1,1,1,0,0,0,12,7,5,0,1,0,0.36,11.25,0,0,2,0,22,0,5,0,0,1
Maddoni01,1909,WS,PIT,NL,1,0,1,1,1,0,0,27,11,1,0,2,4,0.28,1,0,0,0,0,41,0,6,0,0,0
Phillde01,1909,WS,PIT,NL,0,0,2,0,0,0,0,18,2,0,0,1,2,0.1,0,0,0,0,0,23,2,0,2,0,0
Willivi01,1909,WS,PIT,NL,0,1,2,1,0,0,0,35,10,6,0,8,3,0.25,4.63,0,0,1,0,49,1,6,0,0,0
Brownmo01,1910,WS,CHN,NL,1,2,3,2,1,0,0,54,23,11,0,7,14,0.29,5.5,0,1,0,0,86,1,16,2,0,1
Coleki01,1910,WS,CHN,NL,0,0,1,1,0,0,0,24,10,3,0,3,5,0.34,3.38,0,0,1,0,35,0,3,2,0,1
Mcintha01,1910,WS,CHN,NL,0,1,2,0,0,0,0,16,4,4,1,3,3,0.21,6.75,0,0,1,0,23,1,5,0,0,0
Overaor01,1910,WS,CHN,NL,0,1,1,1,0,0,0,9,6,3,0,1,1,0.54,9,0,0,0,0,14,0,3,2,0,0
Pfiesja01,1910,WS,CHN,NL,0,0,1,0,0,0,0,20,10,0,0,1,1,0.33,0,0,0,0,0,31,1,5,0,0,1
Reulbed01,1910,WS,CHN,NL,0,0,1,1,0,0,0,6,3,3,0,2,0,0.42,13.5,0,0,0,0,10,0,3,1,0,0
Richile01,1910,WS,CHN,NL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.25,0,0,0,0,0,4,1,0,0,0,0
Bendech01,1910,WS,PHA,AL,1,1,2,2,2,0,0,56,13,4,0,4,14,0.21,1.93,0,0,0,0,67,0,5,1,0,1
Coombja01,1910,WS,PHA,AL,3,0,3,3,3,0,0,81,24,10,0,14,17,0.25,3.33,0,1,0,0,116,0,10,4,2,1
Amesre01,1911,WS,NY1,NL,0,1,2,1,0,0,0,24,6,2,0,1,6,0.19,2.25,0,0,0,0,33,0,5,1,0,0
Cranddo01,1911,WS,NY1,NL,1,0,2,0,0,0,0,12,2,0,0,0,2,0.14,0,0,1,0,0,14,2,0,0,0,0
Marquru01,1911,WS,NY1,NL,0,1,3,2,0,0,0,35,9,2,2,1,8,0.2,1.54,0,2,0,0,45,1,6,1,0,0
Mathech01,1911,WS,NY1,NL,1,2,3,3,2,0,0,81,25,6,1,2,13,0.25,2,1,0,0,0,107,0,8,4,1,0
Wiltsho01,1911,WS,NY1,NL,0,0,2,0,0,0,0,10,8,7,0,0,2,0.47,18.9,0,0,0,0,19,1,8,1,1,0
Bendech01,1911,WS,PHA,AL,2,1,3,3,3,0,0,78,16,3,0,8,20,0.17,1.04,0,1,1,0,104,0,6,1,1,0
Coombja01,1911,WS,PHA,AL,1,0,2,2,1,0,0,60,11,3,0,6,16,0.17,1.35,0,0,1,0,73,0,5,2,1,0
Planked01,1911,WS,PHA,AL,1,1,2,1,1,0,0,29,6,2,0,0,8,0.18,1.86,0,0,1,0,35,1,2,0,1,0
Bediehu01,1912,WS,BOS,AL,1,0,4,2,1,0,0,54,10,1,0,7,7,0.16,0.5,0,0,2,0,69,2,2,1,0,1
Collira01,1912,WS,BOS,AL,0,0,2,1,0,0,0,43,14,3,0,0,6,0.26,1.88,0,0,0,0,53,1,5,0,1,0
Hallch02,1912,WS,BOS,AL,0,0,2,0,0,0,0,32,11,4,1,9,1,0.26,3.38,2,0,0,0,51,1,6,0,1,0
Obriebu01,1912,WS,BOS,AL,0,2,2,2,0,0,0,27,12,5,0,3,4,0.35,5,0,0,0,1,40,0,7,2,1,0
Woodjo02,1912,WS,BOS,AL,3,1,4,3,2,0,0,66,27,11,0,3,21,0.3,4.5,0,0,1,0,93,1,11,1,0,0
Amesre01,1912,WS,NY1,NL,0,0,1,0,0,0,0,6,3,1,0,1,0,0.37,4.5,0,0,0,0,10,1,1,1,0,0
Cranddo01,1912,WS,NY1,NL,0,0,1,0,0,0,0,6,1,0,0,0,2,0.16,0,0,0,0,0,7,1,0,1,0,0
Marquru01,1912,WS,NY1,NL,2,0,2,2,2,0,0,54,14,1,0,2,9,0.21,0.5,0,0,0,0,69,0,3,1,0,1
Mathech01,1912,WS,NY1,NL,0,2,3,3,3,0,0,86,23,3,0,5,10,0.21,0.94,1,0,0,0,115,0,11,1,1,0
Tesreje01,1912,WS,NY1,NL,1,2,3,3,1,0,0,69,19,8,1,11,15,0.22,3.13,0,3,1,0,100,0,10,2,1,1
Cranddo01,1913,WS,NY1,NL,0,0,2,0,0,0,0,14,4,2,1,0,2,0.23,3.86,0,0,0,0,17,1,2,0,0,0
Demaral01,1913,WS,NY1,NL,0,1,1,1,0,0,0,12,7,2,0,1,0,0.36,4.5,0,0,0,0,21,0,4,1,0,0
Marquru01,1913,WS,NY1,NL,0,1,2,1,0,0,0,27,10,7,1,3,3,0.28,7,0,0,0,0,39,1,7,1,0,0
Mathech01,1913,WS,NY1,NL,1,1,2,2,2,1,0,57,14,2,0,2,7,0.2,0.95,1,0,0,0,75,0,3,3,2,0
Tesreje01,1913,WS,NY1,NL,0,1,2,1,0,0,0,25,11,5,0,1,4,0.31,5.4,0,0,0,0,36,1,7,0,0,0
Bendech01,1913,WS,PHA,AL,2,0,2,2,2,0,0,54,19,8,1,1,9,0.27,4,0,0,1,0,73,0,9,1,0,1
Bushjo01,1913,WS,PHA,AL,1,0,1,1,1,0,0,27,5,1,0,4,3,0.17,1,0,0,1,0,34,0,2,0,0,1
Planked01,1913,WS,PHA,AL,1,1,2,2,2,0,0,57,9,2,0,3,7,0.13,0.95,0,0,1,0,70,0,4,1,0,2
Jamesbi02,1914,WS,BSN,NL,2,0,2,1,1,1,0,33,2,0,0,6,9,0.06,0,1,0,0,0,37,1,0,0,0,1
Rudoldi01,1914,WS,BSN,NL,2,0,2,2,2,0,0,54,12,1,0,4,15,0.19,0.5,0,1,0,0,66,0,2,1,0,0
Tylerle01,1914,WS,BSN,NL,0,0,1,1,0,0,0,30,8,4,0,3,4,0.22,3.6,1,0,0,0,41,0,4,1,1,1
Bendech01,1914,WS,PHA,AL,0,1,1,1,0,0,0,16,8,6,0,2,3,0.38,10.13,0,0,0,0,23,0,6,0,0,2
Bushjo01,1914,WS,PHA,AL,0,1,1,1,1,0,0,33,9,4,1,4,4,0.22,3.27,1,0,0,0,46,0,5,1,1,0
Pennohe01,1914,WS,PHA,AL,0,0,1,0,0,0,0,9,2,0,0,2,3,0.2,0,0,0,0,0,12,1,0,0,0,0
Planked01,1914,WS,PHA,AL,0,1,1,1,1,0,0,27,7,1,0,4,6,0.21,1,0,0,1,0,39,0,1,1,0,0
Shawkbo01,1914,WS,PHA,AL,0,1,1,1,0,0,0,15,4,2,0,2,0,0.22,3.6,0,0,0,0,20,0,3,0,0,0
Wyckowe01,1914,WS,PHA,AL,0,0,1,0,0,0,0,11,3,1,0,1,2,0.23,2.45,0,0,0,0,14,1,1,0,0,1
Fosteru01,1915,WS,BOS,AL,2,0,2,2,2,0,0,54,12,4,1,2,13,0.19,2,0,0,2,0,66,0,5,0,0,1
Leonadu01,1915,WS,BOS,AL,1,0,1,1,1,0,0,27,3,1,0,0,6,0.1,1,0,0,0,0,31,0,1,3,0,0
Shoreer01,1915,WS,BOS,AL,1,1,2,2,2,0,0,51,12,4,0,8,6,0.2,2.12,0,0,0,0,68,0,4,2,0,0
Alexape01,1915,WS,PHI,NL,1,1,2,2,2,0,0,53,14,3,0,4,10,0.23,1.53,1,0,0,0,69,0,3,4,1,1
Chalmge01,1915,WS,PHI,NL,0,1,1,1,1,0,0,24,8,2,0,3,6,0.28,2.25,0,0,0,0,33,0,2,2,0,1
Mayerer01,1915,WS,PHI,NL,0,1,2,2,1,0,0,34,16,3,1,2,7,0.34,2.38,0,0,0,0,49,0,4,0,0,0
Rixeyep01,1915,WS,PHI,NL,0,1,1,0,0,0,0,20,4,3,2,2,2,0.16,4.05,0,0,1,0,27,1,3,0,0,1
Fosteru01,1916,WS,BOS,AL,0,0,1,0,0,0,0,9,3,0,0,0,1,0.27,0,0,0,0,0,11,1,0,0,0,0
Leonadu01,1916,WS,BOS,AL,1,0,1,1,1,0,0,27,5,1,0,4,3,0.15,1,0,1,0,0,36,0,2,0,0,0
Maysca01,1916,WS,BOS,AL,0,1,2,1,0,0,1,16,8,4,0,3,2,0.38,6.75,1,0,1,0,28,1,4,3,0,0
Ruthba01,1916,WS,BOS,AL,1,0,1,1,1,0,0,42,6,1,1,3,4,0.14,0.64,0,0,0,0,48,0,1,2,0,1
Shoreer01,1916,WS,BOS,AL,2,0,2,2,1,0,0,53,12,3,0,4,9,0.19,1.53,0,0,1,0,69,0,6,1,0,3
Chenela01,1916,WS,BRO,NL,0,0,1,0,0,0,0,9,4,1,0,1,5,0.3,3,0,0,0,0,14,0,2,0,0,0
Coombja01,1916,WS,BRO,NL,1,0,1,1,0,0,0,19,7,3,1,1,1,0.3,4.26,0,0,0,0,24,0,3,0,0,0
Dellwh01,1916,WS,BRO,NL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.33,0,0,0,0,0,4,1,0,1,0,0
Marquru01,1916,WS,BRO,NL,0,2,2,2,0,0,0,33,12,7,1,6,9,0.29,5.73,0,0,0,0,53,0,9,5,1,0
Pfeffje01,1916,WS,BRO,NL,0,1,3,1,0,0,1,32,7,2,0,4,5,0.19,1.69,0,2,0,0,42,2,5,1,1,0
Ruckena01,1916,WS,BRO,NL,0,0,1,0,0,0,0,6,1,0,0,0,3,0.16,0,0,0,0,0,6,1,0,0,0,0
Smithsh01,1916,WS,BRO,NL,0,1,1,1,1,0,0,40,7,2,0,6,2,0.16,1.35,1,0,0,0,51,0,2,3,0,1
Cicoted01,1917,WS,CHA,AL,1,1,3,2,2,0,0,69,23,4,0,2,13,0.25,1.57,1,0,0,0,95,0,5,2,0,2
Danfoda01,1917,WS,CHA,AL,0,0,1,0,0,0,0,3,3,2,1,0,2,0.6,18,0,0,0,0,5,1,2,0,0,0
Faberre01,1917,WS,CHA,AL,3,1,4,3,2,0,0,81,21,7,1,3,9,0.22,2.33,0,1,2,0,101,1,7,1,0,2
Russere01,1917,WS,CHA,AL,0,0,1,1,0,0,0,0,2,2,0,1,0,1,,0,0,0,0,3,0,2,0,0,0
Willile01,1917,WS,CHA,AL,0,0,1,0,0,0,0,3,2,1,0,0,3,0.33,9,0,0,0,0,6,0,1,0,0,0
Anderfr01,1917,WS,NY1,NL,0,1,1,0,0,0,0,6,5,4,0,0,3,0.45,18,0,0,0,0,11,0,4,0,0,0
Bentoru01,1917,WS,NY1,NL,1,1,2,2,1,1,0,42,9,0,0,1,8,0.17,0,0,0,0,0,53,0,3,0,0,0
Perripo01,1917,WS,NY1,NL,0,0,3,0,0,0,0,25,9,2,0,3,3,0.31,2.16,0,0,0,0,33,2,2,1,0,0
Sallesl01,1917,WS,NY1,NL,0,2,2,2,1,0,0,46,20,9,1,4,4,0.31,5.28,0,0,0,0,69,0,10,2,0,0
Schupfe01,1917,WS,NY1,NL,1,0,2,2,1,1,0,31,11,2,0,2,9,0.27,1.74,0,0,0,0,42,0,2,0,0,1
Tesreje01,1917,WS,NY1,NL,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0
Bushjo01,1918,WS,BOS,AL,0,1,2,1,1,0,1,27,7,3,0,3,0,0.24,3,0,0,0,0,33,1,3,1,0,1
Jonessa01,1918,WS,BOS,AL,0,1,1,1,1,0,0,27,7,3,0,5,5,0.23,3,0,0,0,0,36,0,3,1,0,0
Maysca01,1918,WS,BOS,AL,2,0,2,2,2,0,0,54,10,2,0,3,5,0.17,1,0,0,1,0,63,0,2,1,0,0
Ruthba01,1918,WS,BOS,AL,2,0,2,2,1,1,0,51,13,2,0,7,4,0.22,1.06,0,1,1,0,68,0,2,1,0,2
Douglph01,1918,WS,CHN,NL,0,1,1,0,0,0,0,3,1,0,0,0,0,0.25,0,0,0,0,0,5,1,1,1,0,0
Hendrcl01,1918,WS,CHN,NL,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
Tylerle01,1918,WS,CHN,NL,1,1,3,3,1,0,0,69,14,3,0,11,4,0.18,1.17,0,0,0,0,92,0,5,4,0,1
Vaughhi01,1918,WS,CHN,NL,1,2,3,3,3,1,0,81,17,3,0,5,17,0.19,1,1,0,1,0,97,0,3,3,0,2
Cicoted01,1919,WS,CHA,AL,1,2,3,3,2,0,0,65,19,7,0,5,7,0.24,2.91,0,0,1,0,87,0,9,1,1,2
Jamesbi01,1919,WS,CHA,AL,0,0,1,0,0,0,0,14,8,3,0,3,2,0.42,5.79,0,0,1,0,23,0,4,0,0,0
Kerrdi01,1919,WS,CHA,AL,2,0,2,2,2,1,0,57,14,3,0,3,6,0.2,1.42,0,0,1,0,72,0,4,1,0,1
Lowdegr01,1919,WS,CHA,AL,0,0,1,0,0,0,0,3,2,1,0,1,0,0.5,9,0,0,1,0,7,1,1,1,0,0
Mayerer01,1919,WS,CHA,AL,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,0,0
Wilkiro01,1919,WS,CHA,AL,0,0,2,0,0,0,0,22,9,3,0,4,3,0.34,3.68,0,0,1,0,34,1,4,3,0,1
Willile01,1919,WS,CHA,AL,0,3,3,3,1,0,0,49,12,12,0,8,4,0.22,6.61,0,0,0,0,66,0,12,4,1,0
Ellerho01,1919,WS,CIN,NL,2,0,2,2,2,1,0,54,13,4,1,2,15,0.19,2,0,0,1,0,71,0,5,0,0,0
Fishera01,1919,WS,CIN,NL,0,1,2,1,0,0,0,23,7,2,0,2,2,0.25,2.35,0,0,0,0,29,0,3,0,0,1
Luquedo01,1919,WS,CIN,NL,0,0,2,0,0,0,0,15,1,0,0,0,6,0.06,0,0,0,0,0,16,2,0,0,0,0
Ringji01,1919,WS,CIN,NL,1,1,2,1,1,1,0,42,7,1,0,6,4,0.14,0.64,0,0,2,0,57,1,1,1,0,0
Ruethdu01,1919,WS,CIN,NL,1,0,2,2,1,0,0,42,12,4,0,4,1,0.24,2.57,0,0,0,0,56,0,5,2,1,0
Sallesl01,1919,WS,CIN,NL,1,1,2,2,1,0,0,40,19,2,0,1,2,0.34,1.35,0,0,0,1,59,0,6,3,0,1
Cadorle01,1920,WS,BRO,NL,0,1,2,1,0,0,0,6,4,2,0,1,1,0.44,9,0,0,0,0,11,1,2,0,1,0
Grimebu01,1920,WS,BRO,NL,1,2,3,3,1,1,0,58,23,9,2,9,4,0.29,4.19,1,0,0,0,88,0,10,0,0,1
Mamaual01,1920,WS,BRO,NL,0,0,3,0,0,0,0,12,2,2,0,0,5,0.15,4.5,0,0,0,0,13,1,2,0,0,0
Marquru01,1920,WS,BRO,NL,0,1,2,1,0,0,0,27,7,3,0,3,6,0.21,3,1,0,0,0,36,0,3,1,0,0
